Ilość epok,animals,grass,avgEnergy,avgAge,avgChildren
0,20.0,2.0,47.0,0.0,0.0
1,21.0,4.0,41.666666666666664,0.0,0.09523809523809523
2,21.0,6.0,38.666666666666664,0.0,0.09523809523809523
3,21.0,7.0,35.666666666666664,0.0,0.09523809523809523
4,21.0,8.0,37.42857142857143,0.0,0.09523809523809523
5,21.0,10.0,34.42857142857143,0.0,0.09523809523809523
6,22.0,11.0,29.863636363636363,0.0,0.18181818181818182
7,22.0,13.0,26.863636363636363,0.0,0.18181818181818182
8,22.0,15.0,23.954545454545453,0.0,0.18181818181818182
9,21.0,17.0,22.095238095238095,8.0,0.19047619047619047
10,21.0,17.0,28.61904761904762,8.0,0.19047619047619047
11,21.0,19.0,25.714285714285715,8.0,0.19047619047619047
12,20.0,20.0,24.1,7.0,0.2
13,18.0,22.0,23.77777777777778,10.0,0.1111111111111111
14,16.0,24.0,23.75,11.333333015441895,0.0
15,16.0,26.0,20.75,11.333333015441895,0.0
16,16.0,28.0,18.5625,11.333333015441895,0.0
17,3.0,30.0,96.0,15.210526466369629,0.0
18,3.0,32.0,93.0,15.210526466369629,0.0
19,3.0,34.0,90.0,15.210526466369629,0.0
20,3.0,36.0,87.0,15.210526466369629,0.0
21,3.0,37.0,117.33333333333333,15.210526466369629,0.0
22,3.0,39.0,114.33333333333333,15.210526466369629,0.0
23,3.0,41.0,111.33333333333333,15.210526466369629,0.0
24,3.0,43.0,108.33333333333333,15.210526466369629,0.0
25,3.0,45.0,105.33333333333333,15.210526466369629,0.0
26,3.0,47.0,102.33333333333333,15.210526466369629,0.0
27,3.0,49.0,99.33333333333333,15.210526466369629,0.0
28,3.0,51.0,96.33333333333333,15.210526466369629,0.0
29,3.0,52.0,93.33333333333333,15.210526466369629,0.0
30,3.0,54.0,90.33333333333333,15.210526466369629,0.0
31,3.0,55.0,120.66666666666667,15.210526466369629,0.0
32,3.0,56.0,151.0,15.210526466369629,0.0
33,3.0,57.0,181.33333333333334,15.210526466369629,0.0
34,3.0,59.0,178.33333333333334,15.210526466369629,0.0
35,3.0,61.0,175.33333333333334,15.210526466369629,0.0
36,3.0,63.0,172.33333333333334,15.210526466369629,0.0
37,3.0,64.0,202.66666666666666,15.210526466369629,0.0
38,3.0,66.0,199.66666666666666,15.210526466369629,0.0
39,3.0,67.0,196.66666666666666,15.210526466369629,0.0
40,3.0,69.0,193.66666666666666,15.210526466369629,0.0
41,3.0,70.0,224.0,15.210526466369629,0.0
42,3.0,70.0,254.33333333333334,15.210526466369629,0.0
43,3.0,72.0,251.33333333333334,15.210526466369629,0.0
44,3.0,74.0,248.33333333333334,15.210526466369629,0.0
45,3.0,76.0,245.33333333333334,15.210526466369629,0.0
46,3.0,78.0,242.33333333333334,15.210526466369629,0.0
47,3.0,80.0,239.33333333333334,15.210526466369629,0.0
48,3.0,82.0,236.33333333333334,15.210526466369629,0.0
49,3.0,84.0,233.33333333333334,15.210526466369629,0.0
50,2.0,86.0,347.0,16.950000762939453,0.0
51,2.0,88.0,344.0,16.950000762939453,0.0
52,2.0,90.0,341.0,16.950000762939453,0.0
53,2.0,92.0,338.0,16.950000762939453,0.0
