Ilość epok,animals,grass,avgEnergy,avgAge,avgChildren
113,5.0,178.0,624.2,13.615385055541992,2.0
114,5.0,179.0,641.2,13.615385055541992,2.0
115,5.0,181.0,638.2,13.615385055541992,2.0
116,5.0,182.0,655.2,13.615385055541992,2.0
117,5.0,183.0,672.2,13.615385055541992,2.0
118,5.0,184.0,689.2,13.615385055541992,2.0
119,5.0,185.0,706.2,13.615385055541992,2.0
120,5.0,187.0,703.2,13.615385055541992,2.0
121,5.0,189.0,700.2,13.615385055541992,2.0
122,5.0,189.0,737.2,13.615385055541992,2.0
123,5.0,190.0,754.2,13.615385055541992,2.0
124,5.0,192.0,751.2,13.615385055541992,2.0
125,5.0,192.0,788.2,13.615385055541992,2.0
126,5.0,194.0,785.2,13.615385055541992,2.0
127,5.0,195.0,802.2,13.615385055541992,2.0
128,5.0,195.0,839.2,13.615385055541992,2.0
129,5.0,196.0,856.2,13.615385055541992,2.0
130,5.0,197.0,853.2,13.615385055541992,2.0
131,5.0,198.0,870.2,13.615385055541992,2.0
132,5.0,198.0,887.2,13.615385055541992,2.0
133,5.0,199.0,904.2,13.615385055541992,2.0
134,5.0,200.0,921.2,13.615385055541992,2.0
135,5.0,201.0,918.2,13.615385055541992,2.0
136,5.0,202.0,935.2,13.615385055541992,2.0
Average,8.656934306569344,109.87591240875912,318.33986298160755,12.15715987838968,1.727815409352783
